ID,AGE,Gender,NATIONALITY,RESIDENCE,TYPE_CLIENT,HasCrdCard,IsActiveMember,MARITAL_STATUS,ONLINE_ACTUAL_BAL,Account-AGE,Excited,ACCOUNT_OFFICER,Id
"7382E4FFDD55A2CA,66,female,TN,TN,PP,0,0,others,""€ 25,61"",26,0,40,E52429AC2A28B6670AE2F10ACE5F4022"
"738916A28823CD80,66,male,TN,TN,PP,1,1,others,""-€ 48,01"",33,0,40,C0434DAF51600D9EE8B077A07E3CBC76"
"739943C34FAE3068,66,male,TN,TN,PP,0,0,MARIE,""-€ 260,94"",21,1,26,451D6E6E771F38D76AA1B2BAB6F93E35"
"73A7A669FEDAC7F4,66,female,TN,TN,PP,1,0,others,""€ 59,94"",27,0,4,09DDB65260F3E2B32BF824CD73D0683C"
"7406576BEB914945,66,male,TN,TN,PP,0,1,others,""€ 220,95"",10,1,129,1B81AB1B47316255CACDC583C19BDA85"
"74508CF5970F1828,66,female,TN,TN,PP,0,0,MARIE,""€ 499,29"",24,0,38,FA62E5D20A1F701C78E3D5CECB0E918C"
"745DFED8557407C0,66,female,TN,TN,PP,1,1,MARIE,""€ 120,06"",14,1,11,EF2C9B08A3F3E4F96BBC2F23773BE537"
"7466562391D5396D,66,male,TN,TN,PP,1,0,others,""-€ 252,06"",24,0,52,95D99285949DD937893582106248BFF7"
"748FB8B26FD3F1E4,66,male,TN,TN,PP,1,1,MARIE,""€ 27,63"",9,1,208,CE81DD17FD25C5A447CBBE9B138D017B"
"749767F03B8A0C02,66,female,TN,TN,PP,0,1,others,""€ 197,77"",17,1,25,00F133FCF4751066AC1B2C0A760EED1A"
"74ABF8763D293652,66,male,TN,TN,PP,0,1,others,""€ 7217,36"",14,1,26,C57928FE2E737B4522C405867A60D82E"
"74B6661C07242AC9,66,male,TN,TN,PP,1,0,MARIE,""€ 17215,86"",26,0,25,A593B07464682ABE07500A75A434FCAC"
"74BE6A32A535D5F8,66,female,TN,TN,PP,0,0,MARIE,""-€ 390,53"",20,1,79,9A6CA4F381A8531A3E99B69FED96F0CB"
"74C28F26AFAB2CB0,66,female,TN,TN,PP,0,0,others,""€ 0,00"",10,1,66,1084160642A573F1ADE12A3872CA98C5"
"74D2466AE35CCCD9,66,female,TN,TN,PP,1,0,MARIE,""€ 2151,83"",12,1,134,6112EA21CFE72A87AAA381E17E72A6C2"
"7538102412A7F818,66,female,TN,TN,PP,1,1,others,""€ 26,14"",24,1,21,9FA2AAC971B9B60B588C21300221E473"
"7593E1BFC4F6EF41,66,male,TN,TN,PP,1,0,others,""€ 2218,31"",39,0,108,78D87965CD9295591CFCBF78304D427F"
"75AAF73A322CEBB4,66,male,TN,TN,PP,0,1,others,""€ 8902,96"",19,1,80,5EA4A502C35AB52363FA4B086537258D"
"7691169B8A961450,66,female,TN,TN,PP,0,1,others,""€ 1876,65"",26,0,43,0FB332CB8F59812EA1C612CC5B0D0D55"
"76A8901CC4D6DB75,66,female,TN,TN,PP,0,0,others,""€ 276,00"",15,1,32,115900906FBD061F1EE0A29AF4B78347"
"76CE3B4703C5B1C6,66,female,TN,TN,PP,0,1,MARIE,""-€ 848,00"",8,0,105,0AA8EF8D81358D7ADAD5E270FC936D37"
"76D068DB87B0311B,66,female,TN,TN,PP,1,0,MARIE,""€ 2033,13"",11,0,17,4C976675FCCBA0FA86DABBDE047925B1"
"76E918992BDEB9FC,66,female,TN,TN,PP,1,1,others,""€ 568,60"",20,0,25,031047E267DEC1C66A2D011787552B98"
"76EB15ABD3A66B85,66,female,TN,TN,PP,0,0,MARIE,""€ 17384,13"",32,0,40,38AA4C52480F77E2F1B579E20A15B9EA"
"76FFD2AFE0D2466E,66,female,TN,TN,PP,1,1,others,""€ 190,69"",33,1,47,819288C5D70D02CDB57C262F7AC66B0E"
"770B22AD06F05BBA,66,female,TN,TN,PP,1,0,others,""€ 485,40"",11,1,40,688B6C9F4AEF2E081EE004695E46EB91"
"772232992CD1E158,66,female,TN,TN,PP,1,1,MARIE,""€ 406,20"",28,1,299,ED60951C1C9B745196BF6BE26A92D1EE"
"772DD1551412F014,66,male,TN,TN,PP,1,1,others,""€ 59,06"",17,0,111,E4B7CD1CAA56AA8631448D97751DD17F"
"773C23B160D018D6,66,female,TN,TN,PP,1,1,others,""€ 8683,17"",10,0,73,2DC4E9CA978D5549682FEE766C562105"
"774D4166C71E9D6A,66,male,TN,TN,PP,1,0,others,""€ 3078,33"",22,0,35,463B197ED3740E1DB2C35F23ABF696D3"
"7759DA166D351881,66,male,TN,TN,PP,1,1,MARIE,""-€ 19,04"",10,1,237,8526CDC145CACEBBF464AFB136E4606F"
"77703E1051975F79,66,female,TN,TN,PP,0,0,others,""€ 15,52"",11,1,213,DEE67A11FB97553F0F69F05135E1BE80"
"7774B4C1566ED98C,66,female,TN,TN,PP,1,0,others,""-€ 394,64"",9,1,75,7C2523A55EFF1AFE444C275B9DF8F813"
"7775C2DA46758CC5,66,female,TN,TN,PP,0,1,others,""€ 27,01"",41,1,17,D1870410BEF1B7736FCF28E8CE53BFCD"
"778DB57D6E2190DD,66,female,TN,TN,PP,0,1,others,""€ 21396,39"",21,1,27,AF3CA0EB543D336635CCBD087F93A8AE"
"77BE0618C59707FD,66,male,TN,TN,PP,1,0,MARIE,""€ 87,58"",10,1,6,89D41F8CA0F1D0DE50AF6403C0160AD8"
"77D4198BB1CC8C07,66,female,TN,TN,PP,1,1,others,""-€ 596,40"",23,0,63,D9D5D5AFF1509285B97F4D34E05D2706"
"77E06D2093A8F096,66,male,TN,TN,PP,1,0,MARIE,""-€ 220,41"",18,0,67,1B016A580727E90E2D88D664C437A621"
"78081FEBEC08AC01,66,female,TN,TN,PP,1,1,others,""€ 23,92"",33,1,41,E9CBC8959EB26604D3D855178B47BD54"
"783F6079F8A75CF1,66,female,TN,TN,PP,1,0,MARIE,""€ 561,60"",26,0,20,2A859F211DE262CCF3D1E83A9FBA472B"
"78416C83F6ABDDDC,66,female,TN,TN,PP,1,1,others,""€ 9819,15"",13,1,42,53B3EBF258834F30706619FAE2CF957D"
"784465CE20C3E2B9,66,male,TN,TN,PP,0,1,others,""€ 237,86"",26,0,3,614B59380A47241AF8847C5AC5964341"
"786D12EE43B512DE,66,female,TN,TN,PP,1,0,others,""€ 1286,59"",28,1,76,33FF151E3964AD230877A5BB2178B91B"
"786D73344280DA69,66,male,TN,FR,PP,1,0,MARIE,""€ 34,73"",29,0,24,7F230F7E90839697533BBA6F87DBD350"
"787DCDDB06ACEB7B,66,female,TN,TN,PP,1,0,MARIE,""€ 5,09"",37,1,42,AEA140C3A66C2899EABCF8FAB9EA6852"
"788FE934F680AD6B,66,male,TN,TN,PP,1,1,others,""€ 3193,54"",18,0,28,9F0098A22A5CE46969C26E4A1D656323"
"78D727E1FBA13F34,66,female,TN,TN,PP,1,1,others,""€ 9,75"",33,0,24,7BEB8E781CC690F51F1D3003E981216D"
"7935B6D771DE75E9,66,male,TN,TN,PP,1,1,others,""€ 5915,87"",19,0,44,4FF0BF580DD94139A807C2E280C72E45"
"7935BAFE92E09733,66,male,TN,TN,PP,1,0,others,""€ 4,70"",21,1,32,EEB2A2E7D9E37C5E361E702BEDE1589F"
"794A19D1A1BD71DD,66,male,TN,TN,PP,0,0,MARIE,""€ 234,00"",11,1,13,9FF5C08C4282EB459F87575C1A0BA423"
"79832C694A726440,66,female,TN,TN,PP,0,0,others,""€ 2,95"",14,1,1,25048C988FA2114AAB4CAFB62317A721"
"79C839CB93139957,66,female,TN,TN,PP,1,0,others,""€ 10,29"",18,0,44,E047E7BCC72C33F917B8ECC9F48A845A"
"79D0320DB2830AD3,66,female,TN,TN,PP,0,1,MARIE,""€ 10,78"",11,1,17,6FDC437AF666C4FDFAB128D1F5E203D4"
"79DD8930B66FA57C,66,female,TN,TN,PP,0,1,MARIE,""€ 993,17"",27,1,49,C4F2667623C6A51359418EA6196FCB53"
"7A234A739DD4A11E,66,male,TN,TN,PP,0,0,others,""-€ 332,22"",37,0,80,630546E081E39F40DB4191816B628A7F"
"7A621C46F905CA92,66,female,TN,TN,PP,1,1,MARIE,""€ 468,91"",26,1,21,BBB8E8EA325188BB6FFF7C054CEAEDDB"
"7A6AA102AD151C36,66,male,TN,TN,PP,1,0,others,""€ 1323,12"",23,0,17,52E6586B83270393B68BE92B3C958258"
"7A8F4EC7E6281DAA,66,male,TN,TN,PP,0,1,others,""€ 2780,40"",18,0,102,966E825FEC211A96A83F8B83C3A2F634"
"7A91944A61CA73C8,66,female,TN,TN,PP,1,1,others,""€ 16572,78"",24,1,40,CB7193AE0525D8273AE1A264153FB78F"
"7AB842139362541F,66,female,GB,TN,PP,1,0,others,""€ 7,67"",13,0,21,C0A3BFD2B81874FF0AD15DB7E37CD34E"
"7ADD872376D2A019,66,female,TN,TN,PP,0,0,MARIE,""€ 5318,84"",29,0,68,4611FBD81F7E8B76574E02EEB979A750"
"7B027978C502ABA9,66,male,TN,TN,PP,1,1,others,""€ 136,15"",29,1,34,07E9179C7B49BB57DC17B9B70AAB22EC"
"7B13556F88B1C877,66,female,TN,TN,PP,0,1,others,""€ 73,16"",16,1,42,FB20F00D7DE5BAC91D0935BC4BAA8864"
"7B1F39392C3BBDB5,66,female,TN,TN,PP,0,0,MARIE,""€ 697,12"",36,0,30,9F8B25FFB018D3623FC679C348C2AD23"
"7B44D0570EE4DE73,66,female,TN,TN,PP,0,0,others,""€ 282,29"",12,0,299,64FBFE6DC5FA4E5AFEEDC2D5FE910D7D"
"7B8971EDFA09B2AB,66,male,TN,TN,PP,0,1,MARIE,""-€ 1,24"",25,1,71,7D43F5F37ECB7D24F1684AB21B7B27BF"
"7B9A7DB6904B880D,66,male,TN,TN,PP,0,1,MARIE,""€ 3593,19"",11,0,41,4AC7207FAD163DBF197B8B39F8ACF804"
"7BCB6C73CCE82254,66,female,TN,TN,PP,1,0,MARIE,""-€ 1988,87"",8,0,38,8347D9FF5BA9191A891A49E4121B0FEB"
"7BD8693188ACF86C,66,female,TN,SA,PP,1,0,others,""€ 77500,95"",37,1,10,0E4B97399E8545061E24E1A5DB84EC14"
"7BFCBC3BC8C88365,66,female,TN,TN,PP,0,0,others,""€ 29,67"",26,1,35,9703FB46986578E29555FEAD81195D52"
"7C16DE7CF3343520,66,female,TN,TN,PP,0,0,others,""€ 0,00"",9,1,64,5D497E12FE7A41F51389AE42AAEDE23B"
"7C25A0E90A05BD60,66,male,TN,TN,PP,1,1,others,""€ 40,20"",33,1,26,E4AA94D9B0DAC5CAE6C4AC2CAB3F72AA"
"7C3F10278B103B82,66,female,TN,TN,PP,1,1,others,""-€ 89,45"",36,0,108,FA35384BFEA4D3AE2B809CB375C8B63B"
"7C4699D299A59304,66,male,TN,TN,PP,0,0,others,""€ 0,05"",40,0,42,6BB589A131F77438CC07E08017C89C07"
"7C49F97A206B9063,66,male,DZ,TN,PP,0,1,MARIE,""€ 3373,50"",10,0,202,4A195CD277E57674721B1BBDBB8943AE"
"7C7294A56F2E1AA0,66,female,TN,TN,PP,1,0,others,""€ 12,78"",21,1,41,D9792BE3D08116303AA30F71725AE1E1"
"7CC1AD6D4CAD13A7,66,male,TN,TN,PP,1,0,others,""€ 22,63"",32,1,64,E361D9DD0F2D627DE360F3387D3132A7"
"7CC284CCA9CBB4BC,66,male,TN,TN,PP,0,1,others,""€ 1,74"",30,1,21,172EF71E6791EFD0992D35A3C33F1AA3"
"7CD9CFB2D0D19DAD,66,female,TN,TN,PP,0,0,others,""€ 1013,93"",13,0,32,59A43C92CDE49B0B786746DB85056AB1"
"7CE2A277550CC3B1,66,male,TN,TN,PP,0,0,others,""€ 1437,31"",23,1,15,50D1357F7215F8569A1305BE5D6A6DD8"
"7CE4B54B6F9FF9EE,66,male,TN,DE,PP,1,0,MARIE,""€ 30875,30"",11,1,43,7EBD65861D8FF17CA31340A96C0594E0"
"7D10404D810AE931,66,male,TN,TN,PP,1,1,MARIE,""€ 20691,10"",40,1,41,2D7EF911204FEBFA844D273351BE35A7"
"7D40E2F151177589,66,male,TN,TN,PP,0,1,MARIE,""-€ 125,14"",22,1,23,90B083CB65E001AADA521E5105CAF4E4"
"7D5C6D7578749A3D,66,female,TN,TN,PP,0,0,others,""€ 148,77"",40,0,40,961975745063199C955C785A265CA9F4"
"7D7EF1576C442249,66,female,TN,TN,PP,0,1,others,""-€ 126,21"",17,0,24,47CC820DB169272453CC3402F58A6CB3"
"7D9C71C5BA472F6E,66,male,TN,TN,PP,0,1,MARIE,""€ 248,90"",29,0,8,1E6A4B04CB3C49C5E73EB4DAA915D5C3"
"7D9D6A1E6FE8C62B,66,female,TN,TN,PP,1,0,MARIE,""€ 4,54"",9,1,11,F5C585EA94813E4B7E806C8DA87A3242"
"7DADBB2589C78AA5,66,male,TN,TN,PP,1,0,MARIE,""-€ 14,92"",11,0,111,F13EEDE43A6C1EC29C867261C5100E2D"
"7DBB906D83DAB15B,66,male,TN,TN,PP,0,1,others,""€ 2,91"",18,0,21,5C799DA8AB57EC23BF79E0B94194922A"
"7DC972225B2FF138,66,male,TN,TN,PP,1,0,others,""€ 176,88"",19,0,77,438BBA8CE6A4BD24D0490593FF499D81"
"7DD94DA86DE9C27F,66,male,TN,TN,PP,0,1,others,""-€ 2765,00"",18,1,66,C0CB7E9E3E396AD524760D59A892281B"
"7DEC8E81CC7CEA77,66,female,TN,DE,PP,1,0,MARIE,""€ 7971,91"",9,0,16,0D5EE12D7DAA7B7EEE93AFBD15CD5758"
"7E356ABF303BB925,66,female,TN,TN,PP,1,1,others,""€ 25,39"",10,1,205,7E6CBB5F322191FAF7F6786CAE898C68"
"7E3DB0CF15A3C263,66,female,TN,TN,PP,0,1,others,""€ 22020,60"",16,0,16,C1EB2F6A0913732F7FDD969829EDA1B0"
"7E54AEB9CAEEDE10,66,male,TN,TN,PP,1,1,others,""€ 27599,05"",9,1,14,09BAA5E19FDE5B90D3F421B85FCF8BAB"
"7E6052F3DF5B1E63,66,male,TN,TN,PP,0,0,MARIE,""-€ 3603,75"",33,1,43,F0E4D2DA28E182AFC0A7C5ABE7E3BD0F"
"7E923FFD590097E8,66,male,TN,TN,PP,1,1,MARIE,""€ 0,00"",11,1,131,0B23BE24352FF0CF3215F84F7E304BBE"
"7EA9FEE0F90E1119,66,female,TN,TN,PP,1,0,others,""-€ 7,92"",10,1,47,35400E5D68831030F11739303FA02A11"
"7EC31F20C95234F3,66,female,TN,TN,PP,0,1,others,""€ 3555,92"",31,0,20,468B10AC9E28645B9B34431ACE5E1EDD"
"7ED33730E0D48B4E,66,male,TN,TN,PP,0,1,others,""-€ 208,52"",24,0,29,F5A69FB576B9F3D0029D10629085D2D5"
"7EF3971992408366,66,male,TN,TN,PP,1,0,others,""€ 6034,75"",20,1,25,808BF425183047F16A2A82928896A446"
"7F10BD2BCC046F7D,66,female,TN,TN,PP,1,0,others,""€ 16039,14"",14,1,114,472ECAE86F6F3C7CD3FCAEB39FA560D8"
"7F12C31CBE57A3E6,66,female,TN,TN,PP,1,1,others,""€ 3,93"",20,0,1,FF1709CCD421868D286F53C69D6F0CDA"
"7F7ACFA8D71E1157,66,male,TN,TN,PP,0,1,others,""€ 1892,70"",26,0,54,1541510E48BA463B51D2EC0A4216742C"
"7F838F2EA97E0011,66,male,LY,LY,PP,1,0,others,""€ 28,32"",23,1,33,B6BA43F653597F94B88FEDEEBB0FA9E3"
"7F9455E591A1D948,66,male,TN,TN,PP,1,1,others,""€ 2933,66"",12,0,14,C23CEDC8E8DE5A2F2A6A41DA1AAAEDF3"
"7F9AF59AD11EA21C,66,male,TN,TN,PP,0,1,others,""€ 30,60"",13,0,136,DDC190D44F866A7B0E729320EABC06D0"
"7F9E91C5BC60CC00,66,male,TN,TN,PP,1,1,others,""€ 25,87"",15,1,115,966CD9AAFCD8B0A195CE1EBE93CCB3D9"
"7FA657FDFDFECFE6,66,female,TN,TN,PP,0,0,MARIE,""€ 2574,18"",23,0,1,41295031A079DAAEEEA4C5C2CB126463"
"7FE9B01A2F345B0E,66,male,TN,TN,PP,1,0,others,""€ 57,80"",23,1,46,09E901CACE652C9E681BF27973ED0288"
"7FF0FCA050444579,66,female,TN,TN,PP,1,0,MARIE,""€ 3666,00"",8,1,35,98C8DC616AA5285784BE9EA7DE8AC7FE"
"7FF4AA8871831A1C,66,female,TN,TN,PP,0,1,others,""€ 13,86"",26,0,56,EC8487DFD7FE7826DD01D8F9D0E0AB40"
"7FFC3394994D5526,66,male,TN,TN,PP,1,1,others,""€ 3092,51"",36,1,47,BB5D0BA4BC2B717C1AA3AD471E137B06"
"8014ABE0183EEA70,66,female,TN,TN,PP,1,1,MARIE,""-€ 2987,66"",21,1,46,CD4E6DFF58723A2932373F9CC237CB88"
"803A64BFA88A5441,66,male,TN,TN,PP,1,1,others,""€ 115,10"",15,1,111,A0A116A1ED9480FD9264A1B72F6CC70A"
"80774AC68C8675AE,66,male,TN,TN,PP,1,1,others,""€ 606,84"",25,0,49,AE3FC6A8E5F616B319E8BE43C4F2FF52"
"8084A17ED4888D69,66,male,TN,TN,PP,1,1,others,""€ 23730,81"",40,0,43,4F6C93FF8FCEB62535EF1E010456021A"
"808A60B5E7D8D106,66,female,TN,TN,PP,1,1,others,""-€ 396,65"",14,1,109,11638819635DFA8CC09402613AB19914"
"8107F35297ED1EB2,66,male,TN,TN,PP,0,1,MARIE,""€ 936,07"",29,1,54,E30AACAFB87F750D5B71ECB1932A924A"
"810A46C37C13CDAA,66,female,TN,TN,PP,1,0,others,""€ 2041,36"",11,0,218,89CD6C16EF328A831A6C2BEC1A9ED3EE"
"811ACA0A316CDC9F,66,male,TN,TN,PP,1,0,MARIE,""€ 2353,75"",29,1,33,02BAF90D4EB28F6F983B64068F111177"
"811E202DFE5A0A0C,66,male,TN,TN,PP,0,0,MARIE,""-€ 132,19"",29,1,35,A71E2FECC8056047799CBDBDC48E7508"
"8157ADA864909766,66,male,IT,TN,PP,1,0,others,""€ 61,07"",40,1,66,D3AA153131B0FCA37302D7AB3FDCCA58"
"815930D9DB44F467,66,female,PK,TN,PP,0,1,others,""€ 0,31"",27,0,33,78E6D5326CE351182F1EDC6F518555A4"
"8170BB86B16B3523,66,male,TN,TN,PP,0,1,others,""€ 0,12"",14,1,116,47654AFC1C688F7CC0A1B13874E141D4"
"81E5BC9113F24D18,66,female,TN,TN,PP,0,1,others,""€ 84,88"",11,1,2,1A70DE2A110C32FF936993C1BA7B6D0F"
"821BCB05C2179620,66,male,TN,TN,PP,1,1,others,""€ 28,33"",27,0,25,50793A34445EA34C7014E98CE68BF26E"
"82289934AE6C76E7,66,male,TN,TN,PP,0,0,others,""€ 9,67"",15,1,71,F2BB3DEFDCE9F43F0D2DC2BEA63BAC10"
"823392D717664BC8,66,female,TN,TN,PP,1,0,MARIE,""€ 1470,99"",31,0,25,424C7CFEC566315C2FE16424588F75D4"
"823984D911545064,66,male,TN,TN,PP,1,1,others,""€ 6,28"",35,0,41,BA0B1D464AD6E00F19D48C6B8206E5C7"
"825620E6CE631623,66,male,TN,TN,PP,1,1,others,""€ 55,34"",12,0,77,70883A6CA350849E196C8D12A01A17F2"
"82588E705227F5B5,66,female,TN,TN,PP,0,0,others,""€ 535,39"",20,1,75,191DA63F8EF459200112429EDEA0574B"
"825B8270DA339F6B,66,female,TN,TN,PP,0,0,others,""€ 9,16"",15,1,67,057D5F24F9B7EF5AADBC8D713979F4EE"
"82646ACA5B4D6614,66,female,TN,TN,PP,1,1,others,""€ 8101,29"",14,1,129,79BBAE51257A6A0F673945CFE68F18C0"
"8273942729F7F0A5,66,female,TN,TN,PP,0,0,others,""€ 213,34"",18,0,26,322B4E021E0AF42B3E23CAA4C8D49715"
"8285695F95629DA7,66,male,TN,TN,PP,1,0,others,""€ 375,85"",15,0,44,379C744DE32B4FB8153F8AC34B5AC81A"
"82A6DE5508D97A1B,66,female,TN,TN,PP,1,0,others,""€ 10484,04"",14,1,77,CF9C436BF24A8B51BF79BC1BBCCA98F5"
"82D3C468684BD078,66,female,TN,TN,PP,0,1,MARIE,""-€ 2699,70"",12,0,121,72AEAC1E7A1A7240FBFE107241029E7B"
"82D47B0D1F1E6F0D,66,female,TN,TN,PP,1,1,others,""€ 4674,94"",20,1,104,6ACD6545A0CBC121C8652BDBBCB7FDB3"
"82E500E79B8AF84C,66,male,TN,TN,PP,0,0,MARIE,""€ 410,19"",10,1,35,D2C335FFF7A7D5F567E37805DC4D13FD"
"8322FC060119F45E,66,male,TN,TN,PP,0,1,others,""€ 603,29"",25,0,5,9DD3C00880A9028D3D23E822F866D8D2"
"8334F465B5E5054D,66,male,TN,TN,PP,0,0,MARIE,""€ 82,18"",39,1,43,E0618531B8213DF228E81354D673FD40"
"8391185EEF73D2CE,66,female,TN,TN,PP,1,1,others,""€ 23,60"",41,1,41,49F3B042729C697DAD9FFB1E469E3095"
"839F1FDFE995C4C6,66,male,TN,TN,PP,1,1,others,""€ 4235,52"",28,0,77,474B9F6D6114FB74A56EBC3ABDF0690B"
"83E60D2DE912E960,66,female,TN,FR,PP,1,0,MARIE,""€ 145750,35"",30,1,72,23A77EED83DF1A8370C5143916F455BD"
"84232AF22298286B,66,female,TN,TN,PP,0,1,others,""€ 727,82"",15,1,127,F48771DFFA1E40AD87C54FC5BCF96253"
"846552E4AFBDB1B2,66,male,TN,TN,PP,1,0,others,""€ 11,93"",27,0,7,AD361026C150F10F8FFE4E82B1602D5D"
"846BB9A7878A4845,66,male,TN,TN,PP,0,0,MARIE,""€ 51,84"",40,0,41,AA875AC2343A8C58EFBA29C1DC834EBC"
"84720049278E55E4,66,male,TN,TN,PP,0,1,others,""-€ 1214,36"",8,0,21,2E3C7A4DCBCF5741306A0B700DF6EA89"
"8478436AAF2CFDD3,66,female,TN,TN,PP,1,1,others,""€ 11,34"",42,0,1,6D8CDC927D91D6E78BA6994ECA326BF5"
"84D2036F294ECD2F,66,female,TN,TN,PP,1,1,MARIE,""€ 1985,75"",15,0,116,D7375C286EDEFDF4B43B84623525C241"
"84D58FB470689984,66,male,TN,TN,PP,0,1,MARIE,""-€ 46,20"",14,0,124,86439310E3EF446C7DAB7A0FFA038F35"
"852E719EA7F574EE,66,male,TN,TN,PP,0,0,MARIE,""€ 5534,10"",9,0,214,8EB49F824BCB7F94947AF11AED4BDEED"
"854A7CE42B4D985D,66,male,TN,TN,PP,0,1,MARIE,""€ 6066,68"",25,0,41,F013942C79101F12A27CF11DDBBD28DA"
"8556E2C84E2C8969,66,male,TN,TN,PP,1,1,others,""€ 6014,82"",19,0,75,14651AA5AC6EB23941F2AB8841BD6109"
"85A74E3DC2D5057F,66,male,TN,TN,PP,0,0,others,""€ 13825,72"",27,1,20,31BF6C7650301846CAA35C5F7DE99578"
"85AF1B34802ADEE7,66,female,TN,TN,PP,0,1,MARIE,""€ 7744,73"",20,1,63,1833AA19A740E55C02D17606D15A4784"
"85E91DC3E63681C7,66,male,TN,TN,PP,1,0,MARIE,""€ 14,26"",8,1,35,DECA3CDA9341D869CE12626BFCA262FD"
"85FF697C03A2174E,66,female,LY,TN,PP,1,0,others,""€ 15150,82"",10,1,299,8927C5BFC5CC9D3D9EED1A7C8A6314FC"
"8611ABB8390CB07E,66,female,TN,TN,PP,1,0,others,""€ 4086,46"",15,0,116,5CDF8C59A2D988A6A99150B2B422AF6A"
"862C92C4672F83DC,66,male,TN,TN,PP,1,1,others,""€ 52,07"",31,1,48,39933ADD58CDE100D0053D40796B6FAF"
"863C292E32E4467F,66,male,TN,TN,PP,1,1,others,""€ 402,72"",34,1,44,D65DF9D07B84B72D03104D7EA8164AB0"
"86600E1653779AC2,66,male,TN,TN,PP,1,0,others,""€ 6,15"",36,1,78,B9699CCFB425ADDDFC18903ECCDFC6B3"
"8663993820EAE3C3,66,male,TN,TN,PP,1,0,others,""€ 1560,42"",18,0,37,86307B16CD7D029B4C99B9E911234C53"
"867B0B330B2A6D6C,66,male,TN,TN,PP,0,0,others,""€ 5444,91"",21,0,27,261468AD5D937EEACF077F013ED9E8C0"
"868D163158F763E5,66,male,TN,TN,PP,0,0,others,""€ 7,77"",12,1,60,921308F903BDB76C12C50558B3DE9A58"
"868E4605C25AD732,66,female,TN,TN,PP,0,1,MARIE,""€ 2559,47"",30,1,23,F26841934E54252E20581B26B832262B"
"868EEE03703718AA,66,female,TN,TN,PP,1,1,others,""€ 4849,50"",18,1,66,3D80D659A83D9A7F7DF15B1F928F73C6"
"869BA6F527503C88,66,male,TN,TN,PP,1,0,others,""€ 0,00"",8,1,60,7E4DEC145C514045C1C623137EBD7AAF"
"86A172B4C83C2FBB,66,male,TN,TN,PP,1,1,MARIE,""-€ 933,54"",24,1,74,BA4AC9C6A91ABD2008FAD6B8F9BA1D4D"
"86C3DC9EED3D3F8C,66,male,TN,TN,PP,1,0,others,""€ 2568,48"",20,0,40,E1B680EFBA2AB4B9DC99311467DB1445"
"870225CBD3CD7534,66,male,TN,TN,PP,0,0,CELIB,""€ 11248,42"",37,1,61,EB1D289B0115A1BBB2C5FEF7E0150664"
"87128FCA5C198490,66,female,TN,TN,PP,1,1,MARIE,""€ 12406,93"",14,0,45,C85B7AC65B09FA73C050BCE858194473"
"8731BBCFDE8B267F,66,male,TN,TN,PP,0,0,MARIE,""€ 500,00"",29,1,24,E44E0479FAF4E5FDDF4D177FE788AE7D"
"873428CCCEF6CA6E,66,female,TN,TN,PP,0,1,others,""€ 249,96"",35,1,67,3CBC7D6D5EF376A771C244100FE57C06"
"8740C3E781CC2067,66,male,TN,BE,PP,0,1,MARIE,""€ 8292,38"",12,1,121,F99F36A096F5F3D1A9C2CE9B834CB777"
"874B83C6F85356B3,66,male,TN,TN,PP,0,1,others,""€ 10,52"",21,1,33,C0E47F72B2E1973183A992BD1FC87650"
"874E29D75FFDB430,66,male,TN,TN,PP,0,0,MARIE,""€ 14591,42"",30,1,77,C3CBC0B20E0C1A00DEFD8F10EA7C0B36"
"8753A3341D6D51A4,66,female,TN,TN,PP,0,1,MARIE,""-€ 84,82"",35,1,45,78C0253C7225595C2B5813E866B1E597"
"875D6EBDB7D2ACA6,66,female,TN,TN,PP,0,0,others,""-€ 121,75"",26,1,61,3514EF3B91492A30C637983AD1346A36"
"87A5D2ECFB3D9811,66,female,TN,TN,PP,0,0,others,""€ 14,33"",37,0,61,6FB7FDDE43B5446BFFA2FFE4F3609AB1"
"87D7CDA7F41B8F71,66,female,TN,TN,PP,0,0,others,""€ 15859,69"",16,0,299,B244B05F19FABD6283142813602B8D7B"
"87DCEF6367494A2B,66,male,TN,TN,PP,0,0,MARIE,""-€ 123,38"",16,0,63,3EF63A4FDD825CF667BB1B0474E00300"
"87E395A0D108F631,66,female,TN,TN,PP,0,1,others,""€ 98,07"",23,1,60,8FED61EB3B54946BD096A3742B0CAB2A"
"880C1FAD206E27B6,66,female,TN,TN,PP,0,1,others,""€ 504,22"",14,1,43,CFE310DF848781DBB265490C18C54980"
"8819471FF3A224BE,66,female,TN,TN,PP,1,1,others,""€ 41,02"",32,1,52,68C92EDB7776923B0BE187B60D879CCB"
"881EFC394C98E416,66,male,TN,TN,PP,1,1,MARIE,""€ 85,01"",38,0,23,57D4072D5C7A1F978B2D141BC4369014"
"8820E65C28DF897C,66,male,TN,TN,PP,0,0,MARIE,""€ 8,30"",28,0,10,E015F479A94BA7CA7882A2CB19F854F3"
"882CBA5A1B89AFFC,66,female,TN,TN,PP,1,0,others,""€ 149314,40"",17,1,107,83EF8D90BA74DBFF9912AD73EE7A8082"
"883F2AC4692500F6,66,female,TN,TN,PP,1,1,others,""€ 20,15"",39,0,41,56144A80DE6157EB48958F2F58566CA1"
"884108887DE85D1B,66,male,TN,TN,PP,0,1,others,""€ 1374,19"",25,0,73,8944FFB87B719C1C8BD02F3EA11236EE"
